Customer_ID,Channel,Revenue,Conversions
1042,Affiliate,1718.24,18
1043,Email,2751.8,16
1044,Affiliate,8521.47,8
1045,Social,9100.35,18
1046,Email,3993.69,1
1047,Organic Search,8358.15,13
1048,Display,1121.61,14
1049,Email,2241.11,13
1050,Organic Search,6006.38,6
1051,Paid Search,6811.26,10
1052,Paid Search,2592.47,13
1053,Affiliate,9403.37,13
1054,Social,6272.24,4
1055,Affiliate,9222.5,8
1056,Organic Search,1148.01,10
1057,Paid Search,5875.34,6
1058,Social,3483.78,14
1059,Social,8679.3,5
1060,Paid Search,232.42,15
1061,Paid Search,7694.51,7
1062,Email,1724.27,2
1063,Display,8911.34,8
1064,Paid Search,4677.23,7
1065,Email,1804.51,17
1066,Social,8196.92,1
1067,Affiliate,5081.23,6
1068,Affiliate,709.16,8
1069,Social,423.99,4
1070,Organic Search,2610.7,19
1071,Organic Search,7164.95,5
1072,Email,4399.15,13
1073,Paid Search,5310.36,12
1074,Social,1447.78,13
1075,Social,7230.59,19
1076,Affiliate,3676.46,2
1077,Organic Search,3414.99,13
1078,Email,5860.42,8
1079,Paid Search,7678.31,16
1080,Paid Search,339.1,14
1081,Organic Search,584.97,1
1082,Paid Search,1050.67,4
1083,Email,8476.29,6
1084,Social,8568.19,5
1085,Organic Search,6420.19,16
1086,Paid Search,554.19,5
1087,Affiliate,7534.25,9
1088,Affiliate,8690.29,12
1089,Social,9161.99,9
1090,Display,8044.37,11
1091,Organic Search,4540.33,6
1092,Organic Search,4641.72,9
1093,Display,5021.21,8
1094,Email,4791.2,16
1095,Organic Search,5191.08,7
1096,Social,907.02,18
1097,Social,8164.86,15
1098,Organic Search,128.69,2
1099,Email,407.64,1
1100,Display,362.42,18
1101,Organic Search,9011.62,11
1102,Organic Search,9954.83,6
1103,Affiliate,3042.53,13
1104,Email,1342.59,12
1105,Email,287.44,17
1106,Social,9028.15,9
1107,Affiliate,3641.11,5
1108,Email,4973.56,14
1109,Social,3814.81,13
1110,Organic Search,9080.19,12
1111,Affiliate,8342.01,15
1112,Email,8972.8,5
1113,Email,4354.58,9
1114,Display,2246.19,15
1115,Social,6060.39,15
1116,Social,2190.59,2
1117,Affiliate,3319.63,14
1118,Email,9456.52,2
1119,Organic Search,8723.79,14
1120,Email,4427.89,6
1121,Social,3275.35,15
1122,Affiliate,5830.59,19
1123,Display,7653.39,16
1124,Social,2023.04,9
1125,Affiliate,9078.25,12
1126,Organic Search,1956.64,19
1127,Organic Search,6140.03,16
1128,Display,5543.44,12
1129,Organic Search,3356.52,19
1130,Organic Search,5657.86,8
1131,Paid Search,8812.72,12
1132,Social,3371.5,13
1133,Organic Search,8863.98,3
1134,Paid Search,720.44,15
1135,Social,5384.23,2
1136,Paid Search,3000.07,17
1137,Paid Search,9310.53,16
1138,Email,566.77,15
1139,Affiliate,285.33,12
1140,Display,8114.64,14
1141,Paid Search,7422.33,17
1142,Organic Search,1635.45,9
1143,Display,9426.41,5
1144,Affiliate,8751.02,16
1145,Paid Search,2505.08,16
1146,Affiliate,6875.78,9
1147,Organic Search,4342.47,5
1148,Organic Search,5651.35,16
1149,Paid Search,7931.14,9
1150,Paid Search,6344.75,8
1151,Paid Search,1031.63,16
1152,Social,6100.99,5
1153,Paid Search,1935.84,18
1154,Display,4513.19,13
1155,Email,3988.88,2
1156,Paid Search,928.25,3
1157,Paid Search,1081.14,3
1158,Social,7898.44,15
1159,Display,5802.95,2
1160,Organic Search,9739.67,6
1161,Paid Search,9518.95,4
1162,Organic Search,1987.27,6
1163,Email,8569.65,17
1164,Affiliate,3328.17,18
1165,Paid Search,1804.01,18
1166,Affiliate,4572.25,10
1167,Email,2923.33,14
1168,Organic Search,5134.5,11
1169,Paid Search,6513.52,5
1170,Paid Search,3102.21,12
1171,Display,5487.05,14
1172,Display,6294.53,6
1173,Paid Search,6199.73,11
1174,Email,9252.55,8
1175,Social,6521.06,4
1176,Email,3392.61,5
1177,Display,1035.91,18
1178,Display,4919.26,8
1179,Social,5802.8,6
1180,Display,5607.14,11
1181,Display,5546.48,12
1182,Affiliate,3815.94,18
1183,Organic Search,9581.57,3
1184,Social,6168.28,13
1185,Display,2300.56,1
1186,Affiliate,163.35,3
1187,Affiliate,5744.73,7
1188,Email,7488.92,17
1189,Display,1183.93,18
1190,Paid Search,4716.18,16
1191,Social,9723.77,7
1192,Affiliate,4993.58,16
1193,Affiliate,8550.08,8
1194,Email,1492.27,12
1195,Affiliate,4574.9,13
1196,Paid Search,3598.66,5
1197,Paid Search,379.73,13
1198,Organic Search,5259.2,6
1199,Organic Search,4047.5,2
1200,Email,6155.49,15
1201,Affiliate,5510.22,17
1202,Social,4589.34,9
1203,Email,1100.81,19
1204,Affiliate,4482.6,11
1205,Paid Search,9713.7,1
1206,Organic Search,2815.1,6
1207,Paid Search,3911.14,18
1208,Paid Search,8430.56,5
1209,Organic Search,5248.43,14
1210,Affiliate,120.21,3
1211,Organic Search,5440.78,3
1212,Social,8732.95,11
1213,Paid Search,6934.68,2
1214,Organic Search,7596.05,15
1215,Email,478.84,11
1216,Paid Search,1873.86,10
1217,Affiliate,5893.17,7
1218,Affiliate,1615.55,3
1219,Social,7563.31,10
1220,Social,2346.41,5
1221,Affiliate,3248.39,12
1222,Paid Search,512.39,2
1223,Display,4319.9,11
1224,Paid Search,2631.65,11
1225,Email,428.42,16
1226,Social,1425.5,15
1227,Organic Search,3984.84,13
1228,Affiliate,3488.57,1
1229,Organic Search,8622.77,5
1230,Affiliate,3097.7,18
1231,Affiliate,4210.7,18
1232,Paid Search,4144.95,17
1233,Organic Search,6029.46,9
1234,Paid Search,9037.41,5
1235,Display,6778.75,3
1236,Organic Search,8400.05,7
1237,Affiliate,1952.5,8
1238,Email,8410.58,1
1239,Affiliate,7031.53,7
1240,Email,3019.6,3
1241,Social,8964.32,9
1242,Organic Search,6683.76,2
1243,Paid Search,4730.88,14
1244,Display,7073.92,2
1245,Email,166.69,19
1246,Social,3301.78,14
1247,Paid Search,7789.34,15
1248,Email,8604.24,4
1249,Organic Search,8021.84,14
1250,Social,7338.93,3
1251,Social,5026.07,9
1252,Paid Search,1977.02,2
1253,Social,1196.93,5
1254,Email,9247.54,9
1255,Paid Search,2186.88,12
1256,Email,2528.24,10
1257,Email,7245.45,2
1258,Affiliate,7583.08,17
1259,Organic Search,4141.06,15
1260,Social,842.99,15
1261,Organic Search,4896.12,2
1262,Affiliate,8145.96,6
1263,Display,8831.49,10
1264,Display,6537.14,3
1265,Organic Search,6877.3,13
1266,Display,335.47,19
1267,Display,2210.01,11
1268,Affiliate,7495.47,12
1269,Organic Search,5351.99,15
1270,Affiliate,5911.0,1
1271,Organic Search,8122.84,18
1272,Organic Search,6727.82,18
1273,Display,4257.0,7
1274,Social,9742.78,15
1275,Affiliate,2493.44,1
1276,Email,3465.3,1
1277,Email,6709.29,18
1278,Social,2397.14,18
1279,Organic Search,3867.01,9
1280,Paid Search,6944.18,17
1281,Paid Search,3447.0,11
1282,Organic Search,666.55,15
1283,Email,5643.91,12
1284,Paid Search,7724.23,5
1285,Social,7454.23,6
1286,Paid Search,6248.79,12
1287,Social,7675.98,3
1288,Paid Search,2073.33,9
1289,Email,7366.17,9
1290,Organic Search,594.3,8
1291,Affiliate,7426.53,11
1292,Paid Search,602.0,1
1293,Affiliate,7737.66,11
1294,Paid Search,8860.82,2
1295,Affiliate,8307.5,3
1296,Affiliate,3550.6,2
1297,Affiliate,9753.81,10
1298,Organic Search,5232.29,16
1299,Social,3854.45,10
1300,Affiliate,5864.91,8
1301,Paid Search,3118.84,6
1302,Display,1865.24,8
1303,Social,1717.08,4
1304,Social,1777.64,14
1305,Social,2360.11,4
1306,Affiliate,8875.92,2
1307,Affiliate,4106.64,6
1308,Display,100.97,12
1309,Display,3108.42,13
1310,Email,9961.42,15
1311,Email,7388.35,13
1312,Email,5088.02,17
1313,Organic Search,1360.84,18
1314,Affiliate,4610.2,12
1315,Display,6432.69,1
1316,Organic Search,9195.79,10
1317,Organic Search,4970.64,2
1318,Display,5526.17,11
1319,Display,5720.29,15
1320,Email,9512.81,17
1321,Paid Search,3454.9,2
1322,Affiliate,8619.43,11
1323,Organic Search,4370.34,4
1324,Display,7434.34,3
1325,Display,4882.81,14
1326,Affiliate,5587.38,17
1327,Email,3358.55,6
1328,Email,4205.01,13
1329,Organic Search,5300.91,18
1330,Paid Search,6082.53,16
1331,Paid Search,3766.03,5
1332,Social,8358.39,1
1333,Social,7218.73,10
1334,Email,4570.16,5
1335,Affiliate,7375.75,7
1336,Affiliate,166.09,10
1337,Organic Search,5976.18,2
1338,Social,5301.66,1
1339,Organic Search,5193.74,7
1340,Paid Search,6075.0,2
1341,Email,8044.16,10
1342,Organic Search,556.1,14
1343,Affiliate,1573.45,4
1344,Paid Search,195.06,2
1345,Paid Search,2453.97,19
1346,Organic Search,9778.77,2
1347,Organic Search,3797.16,3
1348,Social,5810.29,16
1349,Social,9902.02,11
1350,Display,6310.03,11
1351,Affiliate,1793.78,6
1352,Paid Search,8069.99,4
1353,Display,5564.22,15
1354,Social,9954.05,10
1355,Paid Search,7575.16,17
1356,Organic Search,9948.67,5
1357,Paid Search,8918.74,1
1358,Organic Search,1903.2,10
1359,Email,7505.89,13
1360,Organic Search,5031.19,15
1361,Paid Search,1384.74,1
1362,Social,5721.49,11
1363,Organic Search,1027.49,12
1364,Display,7643.92,17
1365,Email,3676.3,3
1366,Affiliate,8108.46,13
1367,Email,6854.55,19
1368,Organic Search,8795.81,16
1369,Display,1940.17,12
1370,Display,6486.51,9
1371,Paid Search,8652.37,18
1372,Affiliate,2355.39,6
1373,Email,7853.83,5
1374,Organic Search,2920.0,6
1375,Display,8173.53,15
1376,Organic Search,5203.67,12
1377,Paid Search,6694.91,2
1378,Organic Search,3759.37,3
1379,Organic Search,8276.09,19
1380,Affiliate,1319.32,6
1381,Display,2015.14,18
1382,Affiliate,989.88,7
1383,Display,9500.89,9
1384,Display,4716.26,3
1385,Social,4827.18,9
1386,Paid Search,3084.75,12
1387,Display,4750.06,6
1388,Social,2427.43,3
1389,Paid Search,9521.29,4
1390,Affiliate,2708.19,13
1391,Paid Search,9261.93,10
1392,Email,4932.52,6
1393,Display,4428.07,7
1394,Email,8057.83,8
1395,Social,4996.75,6
1396,Social,2742.33,16
1397,Social,4407.81,1
1398,Affiliate,4452.44,16
1399,Organic Search,3022.13,3
1400,Paid Search,4261.9,3
1401,Organic Search,1289.15,3
1402,Affiliate,9407.57,12
1403,Display,6435.83,5
1404,Affiliate,2012.57,13
1405,Email,7915.21,15
1406,Organic Search,2737.06,7
1407,Social,6003.02,18
1408,Affiliate,9152.74,12
1409,Email,7676.2,13
1410,Affiliate,1308.06,19
1411,Social,5503.5,3
1412,Paid Search,7105.95,5
1413,Social,2099.99,18
1414,Social,1095.37,5
1415,Paid Search,1565.44,11
1416,Display,9635.83,10
1417,Display,8465.99,16
1418,Organic Search,8593.61,17
1419,Paid Search,2537.75,16
1420,Display,5626.56,12
1421,Affiliate,4926.96,16
1422,Paid Search,8359.63,7
1423,Email,4275.26,2
1424,Display,5425.14,2
1425,Social,5852.77,15
1426,Organic Search,3776.38,5
1427,Affiliate,435.98,10
1428,Display,5002.83,10
1429,Affiliate,4983.35,12
1430,Display,504.41,8
1431,Email,4914.21,13
1432,Paid Search,5160.32,7
1433,Affiliate,1431.19,8
1434,Social,1525.56,19
1435,Affiliate,9371.64,9
1436,Social,1984.79,11
1437,Email,3189.99,17
1438,Paid Search,3046.96,7
1439,Organic Search,6610.02,7
1440,Paid Search,6455.44,13
1441,Social,9135.97,6
1442,Organic Search,4087.54,17
1443,Social,7822.7,2
1444,Affiliate,3836.5,5
1445,Display,2476.44,8
1446,Social,8923.64,7
1447,Affiliate,4888.25,16
1448,Email,3966.06,2
1449,Display,9065.74,11
1450,Paid Search,9400.14,17
1451,Display,4569.14,7
1452,Affiliate,294.82,2
1453,Paid Search,421.38,7
1454,Paid Search,6129.43,12
1455,Email,8535.0,9
1456,Organic Search,8764.86,3
1457,Social,9021.37,2
1458,Display,8094.4,19
1459,Email,8735.27,5
1460,Email,8432.27,13
1461,Display,8417.84,5
1462,Affiliate,3341.93,13
1463,Organic Search,3997.63,15
1464,Social,3238.83,3
1465,Email,1630.26,19
1466,Paid Search,3387.41,14
1467,Organic Search,9083.28,15
1468,Social,9713.7,3
1469,Display,1589.77,14
1470,Email,6654.01,12
1471,Social,9672.87,17
1472,Email,2146.04,6
1473,Social,8416.43,16
1474,Paid Search,3035.18,10
1475,Social,4162.31,14
1476,Affiliate,9170.88,4
1477,Paid Search,675.29,19
1478,Display,4540.45,16
1479,Organic Search,5106.57,16
1480,Social,9019.35,19
1481,Affiliate,5780.43,13
1482,Email,9456.34,2
1483,Display,3247.0,8
1484,Social,4987.16,15
1485,Display,324.87,10
1486,Display,9888.96,4
1487,Display,2409.51,2
1488,Display,9295.25,14
1489,Email,4062.25,15
1490,Paid Search,1735.51,14
1491,Paid Search,4256.71,2
1492,Affiliate,3307.66,1
1493,Email,9522.93,9
1494,Display,7734.43,14
1495,Email,2153.61,10
1496,Display,5447.09,6
1497,Affiliate,6732.32,13
1498,Display,5835.38,13
1499,Organic Search,9175.32,8
1500,Paid Search,1218.55,5
1501,Email,500.33,1
1502,Social,6158.13,17
1503,Affiliate,7478.65,18
1504,Affiliate,8113.75,14
1505,Display,2190.17,1
1506,Social,1982.19,7
1507,Organic Search,8401.9,6
1508,Affiliate,3441.58,4
1509,Paid Search,6630.72,8
1510,Display,1593.03,9
1511,Social,8029.85,2
1512,Organic Search,9612.74,5
1513,Paid Search,9719.33,1
1514,Social,5238.22,18
1515,Email,2469.03,3
1516,Display,1495.99,7
1517,Organic Search,2532.76,4
1518,Social,6254.17,6
1519,Email,4415.19,18
1520,Social,4826.3,9
1521,Organic Search,4795.44,1
1522,Display,7955.12,11
1523,Paid Search,8330.34,19
1524,Affiliate,238.13,11
1525,Paid Search,9190.39,13
1526,Paid Search,3945.42,19
1527,Organic Search,2484.08,10
1528,Affiliate,9960.56,2
1529,Affiliate,1313.02,5
1530,Paid Search,3278.39,7
1531,Display,9080.3,1
1532,Organic Search,4808.76,7
1533,Social,9265.5,2
1534,Affiliate,2490.99,15
1535,Affiliate,4133.44,14
1536,Affiliate,611.36,18
1537,Social,4597.26,18
1538,Organic Search,104.91,14
1539,Display,3237.12,11
1540,Organic Search,7179.62,13
1541,Organic Search,7269.06,19
1542,Social,4335.09,19
1543,Organic Search,228.3,3
1544,Display,1396.89,19
1545,Paid Search,2496.49,12
1546,Display,262.92,18
1547,Display,2248.5,7
1548,Social,5283.66,18
1549,Affiliate,1344.65,12
1550,Paid Search,8676.22,10
1551,Email,693.81,6
1552,Organic Search,7781.07,3
1553,Paid Search,4518.29,14
1554,Social,6167.19,16
1555,Affiliate,4886.29,9
1556,Organic Search,4339.13,7
1557,Social,6835.33,14
1558,Organic Search,2348.56,13
1559,Social,4919.02,16
1560,Social,8092.93,18
1561,Social,1635.91,12
1562,Organic Search,1018.03,15
1563,Email,6075.77,7
1564,Affiliate,9639.44,18
1565,Paid Search,4349.19,14
1566,Organic Search,8164.8,18
1567,Email,4755.33,15
1568,Paid Search,2423.07,6
1569,Organic Search,4902.17,11
1570,Paid Search,4474.7,18
1571,Email,2598.5,3
1572,Social,3596.0,3
1573,Affiliate,3981.73,2
1574,Display,8606.98,12
1575,Paid Search,3144.07,16
1576,Organic Search,9259.0,10
1577,Display,233.59,12
1578,Paid Search,1371.11,4
1579,Paid Search,368.08,19
1580,Display,7699.99,16
1581,Social,1333.07,2
1582,Organic Search,5783.37,5
1583,Organic Search,7801.05,18
1584,Social,4944.66,19
1585,Email,1069.54,9
1586,Paid Search,8390.7,18
1587,Email,2141.6,13
1588,Affiliate,1034.85,5
1589,Display,7698.59,10
1590,Organic Search,376.24,6
1591,Display,6216.08,17
1592,Paid Search,4261.78,8
1593,Organic Search,4400.56,16
1594,Display,8063.89,10
1595,Organic Search,562.29,11
1596,Organic Search,7442.31,5
1597,Organic Search,7084.31,8
1598,Email,8904.31,15
1599,Affiliate,5813.87,10
1600,Display,1684.96,6
1601,Social,560.24,2
1602,Organic Search,4475.95,17
1603,Paid Search,7230.06,18
1604,Affiliate,518.82,6
1605,Email,2557.64,10
1606,Email,7730.79,16
1607,Affiliate,2381.22,18
1608,Social,3873.12,6
1609,Social,7494.45,1
1610,Email,4361.22,17
1611,Email,7736.35,17
1612,Display,2775.23,1
1613,Email,9584.86,14
1614,Email,1028.71,4
1615,Organic Search,7539.43,17
1616,Social,834.45,19
1617,Display,8466.69,14
1618,Email,1451.36,6
1619,Display,5906.02,11
1620,Social,3402.31,9
1621,Email,6086.8,8
1622,Organic Search,573.43,12
1623,Affiliate,8825.35,6
1624,Email,7170.67,16
1625,Social,3522.16,10
1626,Display,4758.3,3
1627,Organic Search,6299.48,7
1628,Paid Search,6216.27,10
1629,Paid Search,6433.39,12
1630,Social,1633.79,6
1631,Social,7952.49,2
1632,Organic Search,4651.29,12
1633,Affiliate,8022.31,10
1634,Display,9292.17,11
1635,Email,1122.39,4
1636,Paid Search,3624.79,1
1637,Paid Search,5356.59,1
1638,Social,1435.64,14
1639,Social,2665.58,2
1640,Display,586.97,3
1641,Organic Search,6845.27,12
1642,Affiliate,5014.28,18
1643,Paid Search,409.53,3
1644,Display,3106.12,4
1645,Organic Search,4140.5,8
1646,Paid Search,3491.45,7
1647,Email,280.75,5
1648,Display,2948.39,12
1649,Paid Search,903.39,11
1650,Organic Search,157.32,18
1651,Paid Search,3596.92,17
1652,Email,3926.08,5
1653,Social,9153.3,14
1654,Social,1370.13,18
1655,Affiliate,7034.04,13
1656,Display,2709.25,3
1657,Organic Search,5025.95,18
1658,Email,4364.47,14
1659,Organic Search,4891.82,13
1660,Display,7649.82,13
1661,Email,282.71,5
1662,Paid Search,3358.8,14
1663,Social,3468.85,15
1664,Paid Search,1037.96,12
1665,Affiliate,205.78,15
1666,Paid Search,7218.24,15
1667,Organic Search,8839.04,4
1668,Affiliate,3178.47,17
1669,Organic Search,6564.97,13
1670,Affiliate,9951.91,16
1671,Display,1725.97,16
1672,Paid Search,2838.96,18
1673,Paid Search,8198.77,14
1674,Paid Search,132.42,3
1675,Affiliate,5967.53,16
1676,Social,4832.45,17
1677,Email,7235.14,2
1678,Social,5336.78,8
1679,Paid Search,5210.05,16
1680,Display,7132.3,5
1681,Email,5544.8,5
1682,Affiliate,9862.93,10
1683,Email,7010.03,9
1684,Paid Search,8087.85,14
1685,Display,4283.13,5
1686,Social,9584.44,10
1687,Organic Search,4539.56,6
1688,Social,3526.67,10
1689,Email,9399.4,7
1690,Display,3832.96,18
1691,Paid Search,3719.5,19
1692,Social,5608.07,2
1693,Email,8509.52,12
1694,Organic Search,3368.11,3
1695,Paid Search,8312.09,6
1696,Paid Search,1713.42,14
1697,Organic Search,1808.58,18
1698,Social,4564.24,1
1699,Affiliate,2706.72,14
1700,Email,4895.28,16
1701,Social,223.49,19
1702,Organic Search,2839.6,5
1703,Display,9480.66,2
1704,Affiliate,8804.75,19
1705,Display,384.26,13
1706,Organic Search,8062.9,2
1707,Affiliate,4494.36,7
1708,Paid Search,8186.77,3
1709,Email,2872.99,16
1710,Email,5547.03,1
1711,Paid Search,9862.62,12
1712,Affiliate,3335.58,6
1713,Affiliate,8858.71,11
1714,Display,8784.75,10
1715,Paid Search,1625.02,4
1716,Display,2511.11,11
1717,Social,1366.97,7
1718,Organic Search,2951.47,16
1719,Display,5286.03,6
1720,Paid Search,9287.96,6
1721,Organic Search,4026.16,3
1722,Display,9880.14,18
1723,Paid Search,4052.44,9
1724,Social,5931.37,10
1725,Affiliate,9651.19,17
1726,Paid Search,6055.72,3
1727,Social,3930.32,10
1728,Organic Search,5302.74,5
1729,Social,5483.23,2
1730,Display,1140.03,3
1731,Social,4106.01,17
1732,Paid Search,5310.89,9
1733,Display,7814.68,1
1734,Social,159.8,5
1735,Paid Search,8157.53,9
1736,Organic Search,2775.07,9
1737,Affiliate,7182.39,6
1738,Email,7746.25,6
1739,Affiliate,8610.34,16
1740,Affiliate,9523.41,9
1741,Paid Search,9010.12,17
1742,Display,6368.56,13
1743,Affiliate,7281.97,3
1744,Affiliate,7050.99,9
1745,Organic Search,5226.98,14
1746,Organic Search,7709.1,3
1747,Organic Search,4584.38,4
1748,Social,8217.64,14
1749,Organic Search,7463.62,18
1750,Affiliate,4949.19,1
1751,Organic Search,5189.98,19
1752,Email,6447.11,5
1753,Social,3397.51,8
1754,Paid Search,5604.93,7
1755,Paid Search,9009.34,16
1756,Display,3179.34,11
1757,Organic Search,6925.16,8
1758,Display,494.53,6
1759,Paid Search,1369.1,13
1760,Organic Search,8861.54,11
1761,Organic Search,9042.87,15
1762,Paid Search,5730.73,1
1763,Organic Search,6009.91,4
1764,Social,4155.9,17
1765,Organic Search,6007.66,8
1766,Organic Search,8769.68,7
1767,Display,1630.29,18
1768,Email,5055.47,3
1769,Paid Search,8773.54,16
1770,Paid Search,802.74,12
1771,Affiliate,2091.85,11
1772,Paid Search,5177.27,6
1773,Display,6212.85,5
1774,Affiliate,7100.72,10
1775,Organic Search,1931.08,1
1776,Email,6018.72,15
1777,Display,3499.45,11
1778,Email,3232.31,1
1779,Social,722.55,14
1780,Affiliate,1327.57,11
1781,Affiliate,8009.81,7
1782,Social,4622.27,4
1783,Display,7515.69,14
1784,Display,8194.27,8
1785,Email,7954.4,8
1786,Display,9814.05,18
1787,Organic Search,2666.74,10
1788,Display,820.48,4
1789,Display,5274.25,7
1790,Affiliate,9636.87,16
1791,Organic Search,2101.95,7
1792,Paid Search,5484.56,13
1793,Paid Search,4155.1,3
1794,Social,6274.69,18
1795,Display,4418.4,9
1796,Social,9886.07,19
1797,Display,7815.15,4
1798,Organic Search,7752.42,8
1799,Email,3732.53,17
1800,Display,7675.68,15
1801,Social,5265.57,3
1802,Social,8587.1,6
1803,Display,7843.69,2
1804,Social,6734.42,17
1805,Social,2487.42,14
1806,Organic Search,5779.84,13
1807,Social,8941.49,14
1808,Paid Search,6277.3,8
1809,Paid Search,8334.82,10
1810,Email,5383.06,1
1811,Paid Search,8444.64,2
1812,Paid Search,5877.23,4
1813,Organic Search,8527.36,16
1814,Display,4781.03,11
1815,Organic Search,6698.23,15
1816,Social,667.81,1
1817,Paid Search,4434.43,10
1818,Social,1479.87,13
1819,Affiliate,2379.64,16
1820,Affiliate,5459.01,15
1821,Affiliate,5452.6,5
1822,Display,8013.76,17
1823,Display,4803.02,19
1824,Email,9448.74,13
1825,Email,3416.07,2
1826,Organic Search,4644.32,8
1827,Paid Search,7726.93,1
1828,Affiliate,6605.32,2
1829,Social,1751.36,9
1830,Email,5238.02,12
1831,Display,850.23,9
1832,Display,1578.29,1
1833,Email,1135.31,8
1834,Display,1040.74,7
1835,Paid Search,1548.88,10
1836,Paid Search,8915.37,1
1837,Organic Search,6911.96,15
1838,Paid Search,6787.39,3
1839,Email,8969.28,18
1840,Email,7008.25,5
1841,Paid Search,6127.9,17
1842,Email,7478.47,1
1843,Organic Search,7008.73,18
1844,Organic Search,6048.28,3
1845,Display,1165.71,2
1846,Organic Search,794.91,12
1847,Social,1732.36,9
1848,Paid Search,6250.89,9
1849,Affiliate,5266.92,11
1850,Email,5511.04,6
1851,Email,3917.44,9
1852,Organic Search,8246.9,5
1853,Organic Search,7447.44,13
1854,Organic Search,609.45,14
1855,Email,2082.84,16
1856,Social,5502.71,18
1857,Email,1993.77,8
1858,Organic Search,1497.33,2
1859,Social,194.35,17
1860,Organic Search,9831.26,11
1861,Social,2390.2,6
1862,Affiliate,4282.16,9
1863,Affiliate,6306.65,1
1864,Organic Search,2537.7,11
1865,Social,8158.19,12
1866,Paid Search,5965.93,6
1867,Social,6879.4,15
1868,Affiliate,1621.4,6
1869,Organic Search,7253.83,18
1870,Display,624.43,7
1871,Organic Search,3277.36,8
1872,Display,4362.44,5
1873,Email,1041.74,8
1874,Social,5636.32,6
1875,Social,3475.29,19
1876,Organic Search,1439.32,11
1877,Email,2926.11,12
1878,Affiliate,5844.43,17
1879,Organic Search,2330.63,11
1880,Paid Search,4755.68,12
1881,Paid Search,6935.13,7
1882,Affiliate,6152.26,8
1883,Display,7664.33,8
1884,Affiliate,6950.53,4
1885,Social,4895.4,18
1886,Display,5244.88,17
1887,Affiliate,2720.66,16
1888,Affiliate,9327.1,15
1889,Display,9029.06,8
1890,Social,8182.51,13
1891,Paid Search,1575.51,8
1892,Display,7745.88,5
1893,Social,9282.44,7
1894,Affiliate,9107.11,5
1895,Paid Search,9060.06,14
1896,Social,6772.04,1
1897,Social,2577.17,3
1898,Organic Search,5897.0,17
1899,Paid Search,2909.84,12
1900,Display,8027.92,13
1901,Affiliate,1804.46,1
1902,Social,2242.33,17
1903,Organic Search,2724.41,17
1904,Email,5983.48,9
1905,Affiliate,5920.94,5
1906,Email,5538.01,6
1907,Organic Search,1538.44,19
1908,Paid Search,4688.01,1
1909,Email,9291.84,10
1910,Display,9388.49,3
1911,Organic Search,4856.58,14
1912,Social,2697.78,12
1913,Organic Search,9927.47,19
1914,Display,2277.61,16
1915,Organic Search,8425.28,13
1916,Display,3017.31,13
1917,Display,9108.12,15
1918,Organic Search,1277.49,19
1919,Organic Search,3231.27,14
1920,Organic Search,6465.54,19
1921,Social,1037.27,9
1922,Social,3978.09,6
1923,Affiliate,3997.43,13
1924,Display,5161.08,2
1925,Email,136.06,7
1926,Organic Search,6547.61,17
1927,Affiliate,4152.57,12
1928,Email,2496.77,7
1929,Paid Search,2141.93,10
1930,Paid Search,7772.83,3
1931,Organic Search,2934.43,7
1932,Paid Search,6805.23,15
1933,Email,197.25,4
1934,Paid Search,9705.94,17
1935,Organic Search,895.84,13
1936,Display,4104.84,1
1937,Social,6709.49,12
1938,Social,6280.18,13
1939,Social,8935.79,1
1940,Display,9700.2,1
1941,Paid Search,7225.58,11
1942,Social,6423.87,10
1943,Email,1073.69,16
1944,Paid Search,4462.25,3
1945,Display,1951.2,13
1946,Affiliate,3858.34,19
1947,Social,1499.51,18
1948,Paid Search,7875.02,18
1949,Display,5180.08,13
1950,Organic Search,1194.62,14
1951,Affiliate,5255.99,1
1952,Social,3361.08,16
1953,Organic Search,5063.43,15
1954,Organic Search,2642.9,11
1955,Social,7588.17,10
1956,Email,180.46,15
1957,Organic Search,1488.2,6
1958,Display,5756.31,1
1959,Email,6518.05,18
1960,Organic Search,511.86,7
1961,Organic Search,6696.31,6
1962,Social,2095.29,14
1963,Social,1560.39,13
1964,Paid Search,299.17,2
1965,Affiliate,4968.14,10
1966,Social,7548.32,12
1967,Social,5995.16,6
1968,Paid Search,8671.15,8
1969,Email,5387.77,18
1970,Affiliate,188.95,1
1971,Affiliate,8561.81,6
1972,Paid Search,9196.12,10
1973,Social,8745.49,7
1974,Email,1982.63,17
1975,Affiliate,9906.42,7
1976,Paid Search,9616.97,2
1977,Paid Search,8578.12,10
1978,Affiliate,5855.06,15
1979,Paid Search,2061.65,9
1980,Social,2017.77,8
1981,Organic Search,5236.35,10
1982,Paid Search,8936.15,12
1983,Email,3890.58,3
1984,Social,4990.59,1
1985,Email,4250.03,8
1986,Organic Search,7409.39,18
1987,Affiliate,1080.07,12
1988,Affiliate,7229.04,9
1989,Email,7875.09,6
1990,Paid Search,7180.09,8
1991,Affiliate,6802.86,10
1992,Email,3964.34,5
1993,Email,4887.48,8
1994,Social,2197.23,10
1995,Affiliate,6952.99,3
1996,Email,2169.6,18
1997,Display,5623.89,7
1998,Display,7494.77,9
1999,Social,1926.15,7
2000,Display,2781.55,8
2001,Social,4446.7,16
2002,Email,6506.8,11
2003,Affiliate,3299.99,15
2004,Social,1860.49,14
2005,Display,1640.3,17
2006,Paid Search,2701.14,15
