Date,Query,Impressions,Clicks,Conversions,Spend,Revenue
2024-04-20,premium credit card,1331,603,20,548.77,3090.58
2025-10-24,best cashback credit card,1797,1832,10,2874.5,2341.06
2024-07-01,small business credit card,3470,713,139,1981.88,17232.84
2024-04-04,business credit card,1645,934,167,222.09,2570.79
2025-01-08,best travel card,1537,1688,147,2200.52,1925.55
2025-06-03,premium credit card,8662,1859,147,1441.64,385.22
2024-12-25,best cashback credit card,4604,1824,171,381.54,7455.51
2025-11-26,premium credit card,5602,1967,189,1502.18,18865.21
2024-10-07,best cashback credit card,7708,562,70,1505.77,18191.27
2024-07-13,airport lounge access card,6097,1492,72,1807.61,2478.04
2024-07-13,airport lounge access card,5666,792,65,1864.05,447.4
2025-10-28,best rewards card,7886,96,151,2177.37,15069.95
2024-04-02,credit card for startups,8908,1548,104,505.19,6268.25
2025-11-02,premium credit card,4266,1756,60,76.13,16726.6
2024-03-01,best rewards card,4114,522,138,3693.24,4465.5
2025-09-25,premium credit card,2356,993,63,1719.86,9945.73
2024-02-20,business credit card,4454,1018,130,3087.38,852.33
2025-02-06,student credit card,3410,596,36,1569.82,17915.35
2024-01-05,premium credit card,7499,1511,118,4921.73,3723.92
2025-04-10,business credit card,1031,507,57,1611.35,6035.12
2025-08-26,small business credit card,2429,916,194,3044.97,9698.07
2025-11-12,airport lounge access card,493,965,79,1138.86,5571.12
2025-06-17,best rewards card,2565,752,20,2613.12,995.24
2025-02-08,student credit card,3377,458,42,2917.69,775.91
2025-05-27,best travel card,5530,597,21,954.98,19113.22
2025-10-06,airport lounge access card,7102,269,194,662.09,6644.83
2024-08-20,best rewards card,8917,1570,166,4869.33,6820.95
2025-06-07,student credit card,6088,1233,93,4471.67,18473.42
2024-12-11,best travel card,7609,472,78,3317.33,16755.84
2024-02-15,travel rewards card,6032,1972,197,4312.22,13801.44
2025-06-29,business credit card,9457,103,24,523.02,13238.41
2024-03-18,travel rewards card,2881,1030,26,3660.41,16061.5
2025-12-30,business credit card,1739,1969,130,1463.74,3543.73
2024-03-13,best cashback credit card,9073,1385,174,2720.49,13352.64
2024-09-05,credit card for startups,2374,1141,109,3835.83,2148.29
2024-02-16,student credit card,2580,364,34,215.72,2704.95
2024-04-30,travel rewards card,6899,478,190,3489.45,5006.57
2024-08-01,credit card for startups,8647,104,169,2202.59,14254.11
2024-08-26,student credit card,4774,877,99,2226.38,17872.39
2024-02-25,best rewards card,3622,100,143,4541.03,13877.57
2024-12-15,best cashback credit card,6204,1077,55,4305.7,8449.14
2024-04-16,best rewards card,5919,1489,3,334.79,10370.49
2024-02-17,business credit card,263,964,76,3110.66,14304.05
2025-07-26,credit card for startups,7022,393,166,2207.44,12342.98
2024-12-02,student credit card,3481,32,179,633.18,10683.46
2024-01-26,premium credit card,2164,1735,145,4262.7,4888.49
2024-09-13,credit card for startups,6689,32,49,403.98,12415.83
2024-01-08,small business credit card,7547,1267,149,208.88,569.63
2025-09-16,best travel card,4084,1731,88,1027.7,11289.07
2024-09-09,travel rewards card,3987,320,152,1551.73,16450.75
2025-11-22,student credit card,439,1450,40,351.36,3759.06
2025-12-19,airport lounge access card,4921,1366,148,3224.49,2461.37
2024-10-29,airport lounge access card,3881,584,104,2213.89,19410.66
2025-09-30,best travel card,3690,112,163,2090.33,16900.57
2024-02-25,business credit card,5230,509,176,769.44,6179.62
2025-12-26,credit card for startups,7791,837,161,2217.06,4329.74
2025-06-09,credit card for startups,9937,1516,104,1981.32,6813.98
2025-04-18,airport lounge access card,7415,198,184,1949.03,8738.25
2024-01-28,credit card for startups,7833,1881,41,1131.91,16457.44
2024-03-18,best travel card,5149,469,182,517.46,4936.23
2024-08-03,credit card for startups,4804,198,44,1340.5,14472.73
2025-01-20,business credit card,738,360,81,3352.99,18599.96
2024-12-30,travel rewards card,7809,590,84,410.97,7714.34
2025-10-27,small business credit card,5243,123,139,1942.51,715.73
2025-06-09,travel rewards card,1324,113,142,2596.16,16586.81
2025-11-29,small business credit card,4345,629,170,4817.6,14226.59
2024-11-07,premium credit card,9841,1541,12,4226.93,3151.58
2024-01-07,travel rewards card,5523,1378,17,4587.24,12018.73
2024-01-03,best travel card,6707,1054,90,4109.01,16531.37
2025-09-14,best cashback credit card,7507,396,25,2966.12,3784.43
2024-12-28,premium credit card,9797,953,26,4310.89,4613.46
2025-05-22,small business credit card,8173,1811,175,2847.97,4195.27
2024-09-30,small business credit card,8252,864,153,1820.85,19950.53
2025-05-20,premium credit card,9667,1242,60,1893.09,4744.53
2024-01-15,small business credit card,8959,1715,60,2849.04,5484.98
2024-07-10,student credit card,5868,492,27,4056.73,1148.93
2025-09-22,best cashback credit card,2474,482,171,711.58,19668.91
2025-04-29,best travel card,4190,1739,76,244.36,5085.73
2024-01-28,student credit card,1115,868,20,3958.36,14559.62
2025-12-14,small business credit card,435,951,191,3255.58,722.1
2024-02-08,travel rewards card,180,402,153,4115.49,15711.38
2024-09-29,student credit card,2234,1668,155,4884.55,15062.09
2024-08-18,travel rewards card,357,1722,180,1294.4,1866.23
2024-03-26,premium credit card,284,525,82,1011.75,2627.52
2025-04-18,credit card for startups,6941,1221,10,1737.84,6043.16
2024-05-05,best rewards card,222,355,178,4395.91,7222.43
2025-06-20,small business credit card,8156,1385,30,119.12,15713.29
2024-05-24,best rewards card,7363,550,1,102.13,1411.54
2025-06-08,best cashback credit card,4800,1631,54,1123.09,13074.74
2024-07-30,travel rewards card,6758,56,4,1910.79,4724.97
2024-01-25,student credit card,3614,1110,135,1546.61,7772.89
2025-08-02,best rewards card,5733,352,30,4133.34,243.64
2025-01-28,business credit card,6177,1224,90,3464.13,5964.25
2024-03-07,small business credit card,1494,552,65,4197.28,3592.49
2024-08-20,best rewards card,2452,828,124,1949.61,10178.65
2024-04-18,student credit card,9600,1714,29,2999.26,3332.21
2024-05-25,student credit card,6061,1069,153,2601.5,16749.19
2024-04-20,best cashback credit card,4044,766,40,2399.9,17681.53
2024-08-15,airport lounge access card,6505,1457,26,1476.11,16936.74
2024-04-20,best travel card,590,360,17,3560.64,19639.7
2025-04-14,business credit card,1154,197,159,2643.95,18310.0
2024-02-03,best rewards card,801,1560,189,439.08,5739.8
2025-09-14,best travel card,3034,343,8,52.59,6426.33
2025-01-03,business credit card,5487,492,69,150.58,10746.66
2025-08-17,airport lounge access card,6137,1249,1,425.95,7822.16
2025-07-07,best rewards card,4795,1191,79,1886.22,19404.24
2025-02-28,business credit card,9426,1959,71,1563.05,6922.72
2025-09-04,best travel card,8371,676,46,825.38,14853.63
2025-06-01,travel rewards card,9127,1274,108,2601.47,11592.16
2025-11-22,student credit card,8943,305,99,4852.4,19138.32
2024-10-08,credit card for startups,516,1495,124,845.45,14941.45
2024-11-15,premium credit card,5666,54,148,1290.43,6212.19
2025-03-18,small business credit card,5273,504,168,2337.41,4101.95
2024-11-10,credit card for startups,6099,184,2,3222.16,17121.44
2025-01-11,best rewards card,3966,1013,189,3021.24,18238.09
2024-10-15,best rewards card,9037,1379,71,2629.94,16655.67
2025-03-12,business credit card,2102,65,103,3699.48,14801.5
2025-10-23,student credit card,339,1599,77,4237.43,6570.25
2024-10-03,airport lounge access card,2044,350,97,4994.89,10206.39
2025-12-10,best cashback credit card,6661,1810,30,2354.28,18330.92
2025-08-04,business credit card,9147,1919,30,4975.04,2870.97
2025-05-17,best cashback credit card,5967,1784,173,3665.97,9999.4
2025-09-15,premium credit card,3294,1866,24,3303.84,7239.09
2025-05-30,best travel card,7833,1141,184,3216.43,13614.29
2024-12-15,business credit card,6459,1743,61,4558.18,12754.58
2025-03-21,premium credit card,7687,1930,141,4742.27,11289.14
2024-12-15,small business credit card,4904,223,125,933.54,5736.39
2025-08-29,business credit card,1453,1532,80,2492.45,3359.09
2025-10-25,student credit card,2980,767,184,4710.18,15729.9
2024-05-16,student credit card,779,1430,15,1941.46,19836.64
2024-08-30,best rewards card,8778,559,11,1201.75,3548.06
2025-06-26,small business credit card,3720,506,140,558.13,1700.69
2024-02-09,best rewards card,9730,182,86,3006.23,14965.47
2024-08-16,best cashback credit card,4414,114,89,3516.35,7008.34
2025-07-01,credit card for startups,6964,1585,3,1017.96,4417.47
2024-08-10,airport lounge access card,1584,488,24,3384.51,10597.49
2024-01-06,small business credit card,790,1432,89,4503.12,13569.25
2024-11-17,best travel card,8183,443,9,1255.72,4454.01
2025-04-12,airport lounge access card,6225,651,46,653.9,19891.17
2024-03-15,airport lounge access card,9304,702,94,4185.35,6698.84
2024-01-04,travel rewards card,6768,1000,71,4586.41,6436.07
2025-10-07,business credit card,2447,931,188,1113.57,8575.42
2024-04-27,best travel card,3808,203,139,3620.83,14951.58
2025-08-28,small business credit card,6476,852,10,2975.05,17490.49
2025-05-18,best rewards card,8030,810,3,1234.02,6614.92
2025-07-27,best cashback credit card,737,1499,19,4127.11,2551.2
2025-03-16,business credit card,5966,1374,130,2378.67,5271.39
2024-07-12,travel rewards card,6893,68,145,3516.65,1868.74
2025-12-15,best cashback credit card,3108,1896,130,1542.04,12680.82
2025-01-26,small business credit card,7316,1571,181,4088.12,14865.78
2024-01-26,credit card for startups,7472,487,144,1358.22,8699.48
2025-03-10,airport lounge access card,5700,1136,113,1855.7,19065.34
2024-06-21,travel rewards card,1499,542,138,1987.77,14604.97
2024-10-26,best cashback credit card,8103,1978,196,1071.81,7717.25
2025-10-06,best rewards card,1605,601,43,4378.13,2223.83
2024-11-21,travel rewards card,5942,848,58,611.76,9975.34
2025-02-13,best cashback credit card,8541,1744,113,2837.49,10175.94
2024-04-27,travel rewards card,5420,1355,188,4080.05,11101.62
2025-12-24,best rewards card,8827,558,122,2925.48,13712.5
2024-08-12,best rewards card,6543,1047,152,1668.14,5434.78
2025-06-15,best travel card,3649,1489,85,3917.71,249.19
2024-04-22,student credit card,7052,230,106,2520.93,16294.33
2024-05-19,airport lounge access card,8749,885,144,856.91,16506.03
2025-07-12,business credit card,2838,1424,100,1618.47,18250.11
2024-01-01,business credit card,3469,687,99,2980.1,19386.93
2024-03-30,small business credit card,4235,1206,9,3310.94,3351.59
2025-10-15,premium credit card,8083,671,6,2763.25,7206.66
2024-11-15,small business credit card,3511,693,108,1396.45,17056.91
2025-07-03,premium credit card,5735,1114,193,2989.08,18693.19
2024-05-18,travel rewards card,4169,345,152,1695.64,487.68
2025-05-25,premium credit card,6351,234,138,1163.36,7873.17
2024-09-15,student credit card,3285,880,82,4730.37,2445.04
2025-11-03,student credit card,3338,44,27,1608.62,15811.47
2025-11-20,airport lounge access card,8552,1903,119,1711.32,14993.18
2024-01-10,best cashback credit card,5837,197,100,4489.04,15135.19
2024-09-17,business credit card,9539,1257,3,756.33,7926.66
2025-10-11,airport lounge access card,2673,652,38,2943.74,8243.7
2024-06-20,student credit card,6953,1919,74,3929.37,5384.92
2024-01-13,best cashback credit card,225,972,73,1404.64,7345.69
2024-06-16,small business credit card,9521,977,17,4228.2,19665.01
2025-10-03,business credit card,1406,503,106,3859.76,1122.06
2025-08-18,best travel card,2201,1896,48,2456.17,6615.35
2024-11-16,business credit card,235,320,177,637.64,15840.47
2024-11-14,travel rewards card,7411,530,171,4852.03,7770.45
2025-09-04,credit card for startups,1559,1614,84,3139.94,19009.69
2024-11-24,business credit card,4331,1573,7,2609.64,6776.45
2025-07-03,student credit card,7756,1944,196,4432.98,17025.22
2025-02-22,travel rewards card,912,378,126,2135.71,16338.88
2025-08-28,best rewards card,8000,1508,149,2840.02,382.31
2024-04-04,premium credit card,9143,755,153,4299.14,8179.18
2025-08-03,small business credit card,7668,40,81,1995.21,5756.62
2024-11-13,best travel card,970,1860,189,3873.34,9696.25
2024-08-23,small business credit card,8926,1265,156,1317.88,9362.87
2024-11-29,best rewards card,768,1883,52,3526.71,18129.48
2025-01-10,credit card for startups,1393,1007,13,2576.65,3834.91
2025-04-03,business credit card,8560,506,34,866.29,3807.38
2024-05-16,airport lounge access card,9152,1599,127,723.24,2339.72
2025-08-10,travel rewards card,8773,973,105,2315.56,14825.29
2025-06-30,best travel card,3490,1208,195,3568.69,18373.63
2025-05-27,best rewards card,9553,307,132,3036.32,7496.38
2024-10-22,credit card for startups,8394,1824,44,4280.89,1424.09
2024-11-15,small business credit card,5649,1398,126,1978.83,3289.23
2025-07-25,best rewards card,4987,1119,143,4226.03,2227.21
2024-12-14,best travel card,4434,586,8,233.29,11928.33
2024-08-16,best travel card,5784,1122,114,1860.73,5789.5
2024-09-26,credit card for startups,9173,63,5,411.27,17969.46
2024-10-17,small business credit card,6850,1663,194,4600.26,3413.2
2025-12-25,student credit card,2335,1394,86,2402.8,18617.09
2024-06-13,best travel card,5083,1509,73,1614.97,6788.23
2024-01-05,travel rewards card,7852,238,92,2487.81,17372.65
2025-01-13,travel rewards card,5119,788,121,2687.59,18990.12
2024-03-18,premium credit card,8141,1864,46,4238.85,19730.0
2025-02-13,small business credit card,2677,1567,193,2735.02,16111.15
2025-07-27,best rewards card,775,1983,116,2185.34,2213.39
2024-05-11,travel rewards card,2539,1792,113,4808.7,1296.5
2025-08-23,credit card for startups,9973,994,66,4844.36,14846.63
2024-02-11,best rewards card,5687,382,154,240.16,17961.39
2024-03-29,small business credit card,6045,478,31,3548.89,3487.93
2025-02-05,credit card for startups,9568,429,51,1890.2,18833.14
2024-10-22,business credit card,4867,1859,41,3392.24,12282.51
2024-10-21,best cashback credit card,7104,541,51,3202.77,2655.38
2025-09-07,travel rewards card,7828,1433,147,1684.02,3507.27
2025-06-09,travel rewards card,6709,997,95,4933.96,1505.92
2025-11-21,premium credit card,5034,1217,73,1817.69,3035.66
2025-09-28,student credit card,3748,1894,131,3178.31,14696.05
2025-02-25,premium credit card,7231,571,38,4076.26,4531.57
2024-01-23,small business credit card,1412,99,198,770.05,11320.75
2025-07-28,premium credit card,9365,1649,173,1537.81,14477.41
2024-05-22,student credit card,4199,1739,199,1034.91,17926.5
2025-10-26,student credit card,1754,1416,41,3920.02,11880.55
2024-05-24,best travel card,6118,378,153,4015.98,11480.4
2024-08-12,best travel card,1385,1107,178,1316.92,18273.9
2025-05-17,best cashback credit card,7952,1302,129,70.44,6039.12
2025-09-07,credit card for startups,8826,24,54,2145.58,4233.29
2024-04-13,business credit card,7146,1362,86,3451.33,17481.36
2024-02-08,student credit card,5280,1828,13,3131.39,1675.55
2024-07-16,business credit card,1479,1425,40,2256.21,3955.71
2025-10-07,travel rewards card,745,1743,21,1544.61,8342.81
2025-08-01,airport lounge access card,8315,1467,169,2398.22,7352.76
2025-01-25,best cashback credit card,5512,353,189,124.76,14180.62
2024-06-27,small business credit card,4752,1228,161,415.66,2017.78
2025-07-07,best rewards card,6934,1955,29,855.25,9647.72
2025-03-23,business credit card,4551,1069,125,3145.76,16209.39
2025-05-14,premium credit card,6203,926,183,1133.06,13730.2
2024-01-15,student credit card,7184,214,32,2145.73,12706.65
2025-09-14,business credit card,4224,1853,11,3125.98,4939.33
2025-10-30,best rewards card,464,1684,180,4161.36,7993.93
2024-10-15,student credit card,2755,785,36,2770.8,3778.33
2025-04-22,small business credit card,8700,1090,93,926.78,10276.72
2024-08-18,airport lounge access card,7533,1143,112,4761.11,11766.53
2025-02-23,premium credit card,1414,695,159,495.57,12697.39
2024-06-05,business credit card,5372,1529,142,1867.24,17543.92
2025-07-03,best travel card,318,727,191,4610.55,1424.23
2025-03-16,best cashback credit card,4803,234,180,3031.55,7888.59
2024-04-06,business credit card,5231,1419,182,3330.13,11901.22
2025-02-14,business credit card,1639,73,117,1543.38,11488.43
2024-10-15,best rewards card,3533,1797,50,438.77,629.74
2024-09-10,best rewards card,1702,957,123,1860.52,3948.32
2024-07-14,best cashback credit card,2804,970,182,2040.68,16945.75
2025-08-20,business credit card,5164,1812,73,1387.85,10404.76
2025-06-05,credit card for startups,3748,1935,97,1116.65,8388.47
2025-05-31,small business credit card,1205,1385,87,1809.77,18023.47
2025-09-26,best rewards card,5836,1496,97,3215.11,1684.05
2024-04-27,best rewards card,5912,1877,163,4747.72,18461.75
2024-06-07,credit card for startups,2588,329,110,3533.71,750.11
2024-08-15,student credit card,8908,366,158,3909.04,11340.87
2024-08-03,business credit card,2518,102,110,1565.03,11190.8
2025-11-26,best cashback credit card,127,704,55,568.23,12853.55
2024-01-15,best rewards card,8307,1333,94,1492.99,786.6
2024-06-05,best cashback credit card,8624,1759,109,2043.14,10704.27
2025-10-09,best cashback credit card,8077,1527,129,3464.91,2449.56
2024-09-17,small business credit card,4761,1687,15,4699.82,3288.39
2024-06-05,best travel card,4649,1628,153,4056.0,4464.03
2024-02-16,best rewards card,4053,1422,20,1368.68,12340.91
2024-11-19,premium credit card,4361,1644,199,4110.49,7923.76
2025-11-15,student credit card,8223,1826,144,2088.15,1889.68
2024-05-09,best cashback credit card,5073,443,52,918.42,5922.46
2025-02-14,best rewards card,8536,1135,87,2333.2,1717.1
2024-04-04,student credit card,1456,850,65,2837.94,13349.72
2025-09-18,premium credit card,9234,1411,111,3828.86,11237.81
2024-10-18,best rewards card,3567,1616,84,1781.99,8272.19
2024-10-09,business credit card,7064,1918,111,776.56,18568.0
2024-03-09,best cashback credit card,7167,1371,70,517.05,10470.76
2025-10-21,premium credit card,1845,1033,129,606.61,17773.2
2024-01-11,business credit card,3979,907,94,4752.62,11665.88
2024-09-10,best cashback credit card,3877,893,126,4761.17,7660.5
2025-07-03,travel rewards card,2215,787,16,4845.34,10872.14
2024-05-13,airport lounge access card,6357,501,155,1547.32,3206.88
2025-12-12,credit card for startups,2367,1675,18,998.49,13560.12
2024-01-23,best cashback credit card,2367,1093,77,4905.53,19646.24
2024-12-11,premium credit card,9788,822,44,4941.91,5099.27
2024-10-28,premium credit card,7186,1542,50,437.83,6599.31
2024-12-28,airport lounge access card,4581,401,92,3775.01,8240.61
2025-01-30,best rewards card,7565,1987,14,1478.89,9772.96
2024-08-05,credit card for startups,1029,1152,52,4551.03,14438.24
2024-05-20,student credit card,7873,1808,93,491.66,2906.13
2025-09-07,best cashback credit card,3424,1504,121,4448.46,6188.82
2024-07-28,best rewards card,4687,1361,50,62.98,10865.68
2025-09-14,business credit card,456,30,123,2633.79,11873.63
2025-09-07,student credit card,4410,1130,17,1711.04,10825.28
2025-11-13,credit card for startups,4164,1848,124,2165.3,8822.68
2025-04-04,best rewards card,5599,522,120,2197.23,14287.21
2024-12-21,best travel card,3941,917,131,3285.34,4248.6
2024-11-19,student credit card,9118,724,190,164.33,5798.01
2024-05-12,small business credit card,5433,953,95,3472.25,9000.77
2024-05-06,small business credit card,6771,1673,149,159.88,13970.96
2024-04-15,best cashback credit card,7159,359,33,967.11,1830.55
2025-08-26,best cashback credit card,765,1165,1,3053.37,2490.29
2025-01-12,best cashback credit card,6953,555,198,477.87,15691.69
2024-02-20,credit card for startups,653,608,115,4954.97,5366.91
2024-01-29,best travel card,8619,41,184,3932.7,19277.04
2025-04-06,best rewards card,7145,268,4,3543.05,19235.82
2024-10-22,business credit card,9480,485,150,1375.02,13781.71
2024-10-23,travel rewards card,7383,1869,186,290.4,14394.09
2025-12-26,premium credit card,249,834,172,4894.97,13089.8
2025-02-10,business credit card,2953,1915,57,781.85,3711.15
2025-09-04,best rewards card,2836,981,168,4161.31,10109.02
2025-02-08,best travel card,1056,929,56,1027.71,15901.72
2024-12-11,credit card for startups,5280,42,63,1901.77,15538.63
2025-09-13,student credit card,8707,908,103,3483.27,17995.66
2025-02-23,business credit card,2745,397,117,4729.56,18035.8
2024-06-30,student credit card,3874,1831,167,147.92,5377.41
2024-01-01,travel rewards card,5113,1871,7,1340.8,14490.07
2025-07-20,best rewards card,184,1594,142,3836.58,13096.53
2025-01-05,best travel card,2035,807,125,908.3,17739.44
2025-10-22,best rewards card,9708,465,90,601.7,3832.79
2025-03-06,premium credit card,9362,1627,146,278.61,14847.89
2024-11-04,credit card for startups,9813,1177,55,2537.33,8581.98
2024-05-16,premium credit card,6849,1982,115,3850.28,8010.81
2024-07-20,best rewards card,1601,1935,184,4810.59,908.66
2025-03-11,premium credit card,6669,1825,185,1374.06,19236.92
2024-11-08,airport lounge access card,2573,1916,123,650.79,13580.22
2024-04-26,best rewards card,835,1637,116,2042.64,11895.91
2025-10-27,best travel card,2938,233,186,324.43,5173.08
2025-07-28,business credit card,2662,226,115,1690.23,13237.22
2024-08-31,best travel card,4006,165,153,3233.25,18922.94
2025-06-20,airport lounge access card,1372,798,114,882.42,3433.1
2025-08-24,business credit card,4936,1553,96,3177.79,19679.41
2024-03-15,airport lounge access card,1962,45,198,4861.15,8663.1
2025-01-20,business credit card,4326,645,80,4327.79,19568.94
2024-07-28,best travel card,9114,18,3,1816.33,12750.58
2025-04-19,best rewards card,642,1073,149,2136.41,6617.31
2025-02-21,best cashback credit card,6309,1502,160,2125.64,7613.99
2024-12-12,small business credit card,2865,188,130,4306.51,5952.99
2025-06-12,small business credit card,7368,1674,111,4969.44,6828.59
2025-10-01,airport lounge access card,984,968,20,4138.18,13001.41
2024-06-27,small business credit card,3749,510,115,2812.68,528.78
2024-06-30,best travel card,6990,382,146,531.96,19359.1
2025-10-25,student credit card,3671,1101,182,4774.7,15416.86
2024-01-25,airport lounge access card,4033,979,75,4307.23,18831.98
2024-06-28,business credit card,5956,1699,36,4214.98,14407.35
2025-12-10,credit card for startups,3766,1457,102,1989.5,9724.47
2025-05-15,premium credit card,8666,524,76,2263.5,3956.6
2024-06-09,best travel card,657,373,61,642.33,10423.17
2024-06-25,business credit card,9572,1923,60,4692.47,14291.57
2024-10-11,student credit card,6140,786,117,4719.01,17112.82
2024-03-03,credit card for startups,1228,1961,36,1309.48,6617.8
2025-10-23,small business credit card,1460,1484,172,3495.24,10307.52
2025-10-27,student credit card,5520,1549,68,1057.27,12475.62
2024-06-04,airport lounge access card,9392,783,194,1995.09,11854.14
2025-04-13,travel rewards card,9826,338,44,1546.79,1236.98
2024-02-18,travel rewards card,5449,803,77,1978.48,9771.2
2024-03-24,small business credit card,2725,1931,90,1579.41,16218.82
2024-12-26,travel rewards card,9923,971,29,1759.19,16085.62
2025-11-19,travel rewards card,157,379,176,3965.75,10241.42
2024-05-27,business credit card,9419,606,164,1535.13,19056.66
2025-09-21,business credit card,8603,1887,136,4082.74,16559.36
2024-12-07,premium credit card,5948,1420,133,2861.21,14799.07
2025-04-20,best rewards card,2837,1580,96,3913.2,10408.9
2024-03-03,small business credit card,5593,1147,175,4598.51,11895.39
2025-12-01,travel rewards card,3977,580,126,735.2,4620.06
2024-12-25,premium credit card,2382,1071,171,1752.26,10741.66
2025-07-14,small business credit card,6886,1578,138,325.01,10615.23
2024-11-22,travel rewards card,5608,386,10,2064.2,4214.7
2024-05-20,best travel card,1531,1432,134,1225.14,19032.74
2024-08-02,best cashback credit card,1875,1236,16,2879.81,5046.09
2025-03-10,best travel card,9610,1235,188,3927.78,2263.6
2025-12-23,credit card for startups,4307,109,26,2457.51,9446.78
2024-11-13,small business credit card,9620,1431,21,1701.43,13784.26
2024-02-01,best rewards card,4485,1483,100,805.15,4064.01
2025-10-31,credit card for startups,6451,1846,186,182.81,3821.25
2024-10-11,premium credit card,4074,825,169,3405.52,5377.11
2024-10-31,premium credit card,6005,1973,106,201.2,6193.8
2025-03-04,travel rewards card,4777,127,30,4608.15,5074.76
2025-04-21,credit card for startups,4565,430,133,2991.44,9519.83
2024-10-12,travel rewards card,8511,1276,138,1798.81,561.61
2024-05-23,small business credit card,3402,550,95,257.47,1932.83
2025-02-27,premium credit card,7045,1260,139,2096.76,14641.42
2024-01-19,best cashback credit card,2402,1534,191,4343.13,8364.33
2024-01-18,premium credit card,6385,1885,135,4850.63,7334.28
2025-08-12,business credit card,5066,1246,187,470.4,406.81
2025-01-05,student credit card,3826,939,140,3896.83,6104.71
2024-06-23,best rewards card,2142,708,64,1328.87,16459.49
2024-07-12,credit card for startups,8814,122,123,1928.21,6939.27
2025-05-16,travel rewards card,3098,382,113,2760.98,19281.13
2024-04-22,student credit card,8071,308,41,4973.91,7921.19
2024-04-23,student credit card,1009,1706,188,1083.63,9389.75
2024-08-09,best travel card,4233,1052,28,695.97,16077.81
2025-11-08,airport lounge access card,1980,785,123,2995.14,19663.88
2025-10-05,best travel card,2660,680,80,4272.59,7557.62
2024-09-20,best travel card,7627,20,191,3258.67,2574.73
2024-02-24,best rewards card,5796,17,3,1770.5,10556.53
2025-10-04,business credit card,3172,1186,101,4886.06,11916.87
2025-04-02,premium credit card,4576,1658,32,4975.41,19197.24
2024-06-10,best travel card,4589,1693,21,3864.71,8395.67
2025-01-14,small business credit card,4591,1583,121,4021.96,1998.05
2024-03-27,premium credit card,8836,1168,55,3816.17,13088.51
2024-02-24,business credit card,6955,1406,18,1325.42,618.02
2025-04-20,travel rewards card,7501,470,53,793.81,8623.28
2024-06-26,airport lounge access card,3197,1968,112,2794.05,8311.0
2025-01-25,premium credit card,3605,1268,121,4773.02,5245.42
2024-12-14,credit card for startups,1184,264,110,4397.55,19293.32
2024-01-08,best rewards card,652,595,75,578.96,8187.49
2024-11-08,student credit card,5660,1361,61,332.11,17915.2
2025-03-18,travel rewards card,1253,371,178,4375.17,10399.19
2024-11-23,business credit card,5573,1407,8,3084.42,16446.62
2024-02-23,best travel card,2345,1012,12,1556.39,9137.63
2024-08-26,small business credit card,1786,797,179,2830.75,19832.44
2024-08-16,small business credit card,5935,218,194,1147.26,12872.58
2025-08-01,airport lounge access card,793,276,41,4737.41,3287.75
2024-02-20,business credit card,7638,665,150,4144.63,327.33
2025-08-31,travel rewards card,8191,1006,127,4813.08,18592.23
2025-08-26,credit card for startups,5935,563,137,975.93,13798.66
2024-09-20,student credit card,8789,745,78,4226.17,2304.56
2025-02-21,best travel card,6894,1891,139,2823.41,14921.04
2024-04-05,best rewards card,8904,1539,141,1658.71,4697.54
2024-03-28,best cashback credit card,8667,1597,184,2424.33,16222.76
2024-03-18,best cashback credit card,905,430,156,4724.7,12276.47
2024-10-14,best travel card,1020,317,89,3472.69,2648.47
2024-04-29,travel rewards card,3704,146,64,1831.58,1604.79
2025-05-05,best travel card,1543,1452,64,4999.5,9429.14
2025-03-27,business credit card,7148,204,70,1761.43,18750.49
2025-05-14,best cashback credit card,1645,1128,55,4077.91,11379.73
2024-06-13,airport lounge access card,1310,1523,37,3932.67,15230.36
2024-06-30,business credit card,6312,1936,161,3628.49,9495.57
2025-04-13,best cashback credit card,4787,1291,25,3363.71,7804.8
2024-01-07,credit card for startups,5410,1058,114,587.89,16479.71
2024-11-25,student credit card,9800,1265,23,4975.03,9375.05
2025-11-03,small business credit card,1013,1365,188,847.16,3002.55
2024-05-30,business credit card,2880,615,184,3000.86,5635.51
2024-03-25,small business credit card,8681,1023,191,1283.28,11315.39
2024-05-26,small business credit card,7832,871,136,885.45,8171.03
2025-09-15,best cashback credit card,5087,230,17,2819.35,7454.58
2025-01-15,business credit card,3725,306,95,4189.9,13441.53
2025-07-01,student credit card,9362,1236,90,1915.88,12799.14
2024-10-11,credit card for startups,7426,1020,185,431.99,6417.72
2025-11-30,premium credit card,2670,1981,75,3137.61,7316.65
2024-03-22,airport lounge access card,3837,352,62,3843.83,15090.92
2025-05-28,small business credit card,2879,602,11,1515.62,18441.49
2025-12-09,student credit card,8630,1238,195,3468.42,6619.45
2025-06-06,best rewards card,2076,1994,168,425.16,5979.18
2025-01-20,best rewards card,894,901,168,1839.07,5452.54
2025-12-07,premium credit card,1822,86,121,2396.95,3001.84
2025-04-15,premium credit card,998,1583,56,3920.72,7668.05
2024-04-28,premium credit card,202,716,53,1723.8,10416.92
2025-01-30,airport lounge access card,7553,1075,85,2295.81,10841.18
2025-06-15,airport lounge access card,9739,1488,28,3160.35,13882.4
2024-09-17,credit card for startups,2132,1215,86,3139.2,1240.53
2024-09-12,small business credit card,6272,766,170,2612.91,11315.89
