Campaign_ID,Campaign_Name,Products,Device,Impressions,Clicks,Conversions,Spend,Revenue
824,Travel_Students_Mobile,Gold,Tablet,24835,3703,857,12998.08,34593.0
825,Travel_Students_Mobile,Travel,Tablet,49381,2114,726,836.66,3881.48
826,Business_Prospecting_Mobile,Platinum,Desktop,35469,5758,547,6494.92,28754.1
827,Travel_Remarketing_Mobile,Business,Tablet,86739,6713,144,16880.32,13248.37
828,Cashback_Remarketing_Mobile,Gold,Desktop,74865,8273,53,23387.89,43417.34
829,Gold_SMB_Desktop,Business,Mobile,77653,4425,663,22396.83,94012.71
830,Cashback_SMB_Desktop,Platinum,Mobile,16075,111,61,20656.27,51749.12
831,Platinum_High Value_Desktop,Cashback,Desktop,5690,8977,681,23779.02,45303.31
832,Gold_Prospecting_Mobile,Gold,Desktop,22019,9544,882,7357.99,22359.99
833,Business_Students_Mobile,Travel,Desktop,21164,341,724,803.74,62522.19
834,Travel_Prospecting_Desktop,Cashback,Mobile,32831,3987,937,9182.18,46082.0
835,Gold_Prospecting_Mobile,Travel,Tablet,33116,312,84,14636.77,77498.9
836,Gold_SMB_Desktop,Platinum,Mobile,20065,3208,861,8253.42,52096.08
837,Travel_SMB_Mobile,Travel,Desktop,96622,5943,194,1582.99,88771.04
838,Gold_Students_Desktop,Business,Mobile,10729,7369,61,12926.08,78518.42
839,Travel_Students_Desktop,Platinum,Mobile,65312,4670,939,5392.56,15361.46
840,Cashback_Remarketing_Mobile,Cashback,Mobile,17106,2676,248,18325.5,14464.16
841,Travel_Prospecting_Mobile,Business,Tablet,78065,1923,635,2685.44,3410.75
842,Gold_SMB_Mobile,Business,Tablet,23609,9197,710,23974.08,37531.99
843,Business_High Value_Mobile,Platinum,Mobile,42825,1301,71,21978.67,6407.25
844,Business_Students_Desktop,Travel,Mobile,58741,9262,767,21909.43,45545.21
845,Travel_Prospecting_Desktop,Travel,Desktop,22193,7198,735,19852.32,24894.04
846,Gold_High Value_Desktop,Cashback,Mobile,36173,885,992,16022.94,50325.59
847,Business_Remarketing_Desktop,Platinum,Tablet,44807,8997,998,1809.01,16671.94
848,Cashback_Prospecting_Desktop,Cashback,Tablet,33948,4614,341,16729.43,55369.83
849,Travel_High Value_Mobile,Gold,Mobile,39402,3689,880,18799.72,96676.92
850,Cashback_High Value_Mobile,Platinum,Tablet,96222,6758,168,3705.09,64085.99
851,Platinum_Prospecting_Desktop,Gold,Tablet,15895,7302,422,15586.02,56874.57
852,Platinum_Students_Mobile,Cashback,Tablet,92271,8905,296,12232.25,79016.56
853,Platinum_High Value_Desktop,Gold,Mobile,6384,6693,533,12074.82,1551.15
854,Travel_SMB_Mobile,Gold,Desktop,1202,8869,812,5386.82,28963.85
855,Travel_Prospecting_Desktop,Business,Tablet,88521,6294,322,18616.24,98710.81
856,Travel_Remarketing_Mobile,Business,Desktop,43839,9388,690,23165.55,78479.29
857,Travel_Remarketing_Desktop,Cashback,Mobile,56582,266,36,19801.18,9936.46
858,Platinum_SMB_Desktop,Cashback,Desktop,67656,6208,920,9541.29,33319.54
859,Cashback_High Value_Desktop,Travel,Desktop,70494,3988,487,24612.34,44546.56
860,Business_SMB_Mobile,Gold,Desktop,33861,6418,848,9422.17,93523.81
861,Business_Prospecting_Desktop,Travel,Mobile,66230,5511,941,6243.38,59032.52
862,Travel_Remarketing_Mobile,Travel,Mobile,55566,1862,375,24218.07,8645.34
863,Platinum_Students_Mobile,Platinum,Mobile,26615,3343,417,19850.51,51398.25
864,Cashback_SMB_Mobile,Travel,Mobile,57255,7456,347,19150.48,29649.33
865,Business_Prospecting_Desktop,Travel,Tablet,88499,6380,417,2397.08,34531.44
866,Travel_SMB_Mobile,Gold,Mobile,66746,2451,85,5204.58,12312.66
867,Business_Students_Desktop,Travel,Desktop,56854,7541,677,953.69,46416.82
868,Travel_SMB_Desktop,Gold,Desktop,52642,6333,84,19527.9,67279.0
869,Cashback_Students_Mobile,Gold,Mobile,95227,8673,268,7316.95,76195.53
870,Travel_SMB_Mobile,Travel,Tablet,91132,3328,366,3739.48,69843.3
871,Travel_Prospecting_Mobile,Gold,Tablet,65996,6163,524,4956.33,66390.82
872,Cashback_High Value_Desktop,Cashback,Mobile,56118,266,294,16207.73,87052.49
873,Platinum_Students_Desktop,Cashback,Tablet,50712,5626,425,11109.74,33904.74
874,Gold_Students_Desktop,Gold,Desktop,41335,7291,63,23564.21,22244.81
875,Gold_Prospecting_Mobile,Cashback,Tablet,37111,3151,431,9464.34,9854.4
876,Gold_Students_Mobile,Platinum,Tablet,14334,961,232,20929.92,17404.92
877,Business_SMB_Mobile,Business,Mobile,1107,3640,449,13888.39,15789.77
878,Travel_Students_Desktop,Cashback,Desktop,22315,8084,842,17781.01,91337.2
879,Gold_Remarketing_Desktop,Travel,Tablet,65092,5842,750,4632.19,18871.18
880,Platinum_SMB_Mobile,Cashback,Tablet,72332,4653,670,18850.12,10300.5
881,Cashback_Remarketing_Desktop,Platinum,Desktop,84991,3687,759,2598.56,40624.98
882,Travel_Prospecting_Desktop,Platinum,Tablet,33572,7841,562,17432.47,17791.47
883,Gold_Students_Mobile,Platinum,Desktop,20207,8821,755,11905.18,13926.24
884,Business_Prospecting_Desktop,Cashback,Tablet,51923,2768,541,6098.89,36878.49
885,Business_High Value_Desktop,Business,Mobile,52652,995,255,12269.48,92019.0
886,Platinum_Remarketing_Desktop,Travel,Tablet,31236,9953,581,21464.11,4012.96
887,Travel_High Value_Mobile,Business,Tablet,68698,419,724,4290.62,21563.97
888,Gold_SMB_Desktop,Cashback,Tablet,23921,1736,964,4655.85,82598.47
889,Cashback_High Value_Desktop,Business,Desktop,34719,791,467,13582.93,25278.33
890,Cashback_Prospecting_Desktop,Gold,Desktop,3667,6535,192,15818.74,44668.08
891,Platinum_Prospecting_Mobile,Travel,Mobile,43568,2451,268,10794.89,10755.68
892,Platinum_Remarketing_Desktop,Gold,Mobile,29309,4035,645,7026.62,79722.25
893,Platinum_Prospecting_Desktop,Gold,Mobile,95985,1368,895,2146.21,73909.64
894,Cashback_SMB_Mobile,Business,Mobile,85563,343,279,1719.93,13678.3
895,Business_High Value_Mobile,Gold,Mobile,31099,5054,822,1500.09,94848.29
896,Business_Remarketing_Desktop,Travel,Desktop,49946,2572,630,22581.43,59471.7
897,Cashback_Prospecting_Mobile,Gold,Mobile,80450,8251,360,3718.25,80017.62
898,Cashback_SMB_Desktop,Cashback,Tablet,86093,4928,748,7730.52,76616.13
899,Gold_High Value_Desktop,Travel,Mobile,29937,3992,197,24654.36,52388.22
900,Travel_Remarketing_Mobile,Cashback,Mobile,63376,2698,511,23223.13,75001.67
901,Cashback_Students_Mobile,Cashback,Mobile,66245,693,186,1550.12,24541.97
902,Travel_High Value_Desktop,Platinum,Mobile,55991,2130,402,14005.96,3105.13
903,Business_Remarketing_Mobile,Platinum,Desktop,33039,7712,447,16020.71,34865.53
904,Gold_Students_Desktop,Cashback,Mobile,70877,5275,847,1825.8,16097.77
905,Travel_SMB_Mobile,Gold,Desktop,63724,3436,358,18339.09,98126.99
906,Platinum_SMB_Mobile,Cashback,Mobile,1810,1813,829,24702.81,92438.89
907,Platinum_Remarketing_Desktop,Cashback,Desktop,67546,2094,503,11019.8,15269.64
908,Platinum_SMB_Mobile,Platinum,Mobile,55978,367,72,11510.73,35055.0
909,Travel_Students_Mobile,Business,Tablet,30847,8677,766,16654.0,51422.36
910,Travel_Prospecting_Desktop,Business,Desktop,14685,9789,189,18545.28,40474.17
911,Platinum_SMB_Mobile,Business,Desktop,41281,3188,543,19849.42,70301.85
912,Platinum_Students_Desktop,Cashback,Mobile,13958,7246,320,2400.71,50848.33
913,Platinum_High Value_Mobile,Cashback,Desktop,82390,2950,634,20116.88,56961.06
914,Platinum_SMB_Desktop,Gold,Desktop,74725,6706,119,21669.81,68086.32
915,Platinum_SMB_Mobile,Platinum,Desktop,84770,4395,524,1608.07,3343.1
916,Cashback_Prospecting_Mobile,Cashback,Tablet,2141,4163,267,1458.81,2230.13
917,Travel_Remarketing_Mobile,Travel,Mobile,42666,4485,708,13996.82,18634.26
918,Platinum_Prospecting_Desktop,Travel,Tablet,5030,3182,549,12671.76,72112.2
919,Platinum_Students_Mobile,Platinum,Tablet,8541,8000,430,24512.37,24801.72
920,Business_Students_Desktop,Travel,Mobile,98482,3253,257,7712.84,92097.5
921,Travel_SMB_Desktop,Travel,Tablet,29484,9653,462,14959.9,8771.23
922,Gold_SMB_Mobile,Platinum,Tablet,21678,8047,18,12913.49,58410.97
923,Business_Prospecting_Mobile,Cashback,Desktop,83686,3033,711,13625.47,3529.17
924,Travel_SMB_Desktop,Cashback,Desktop,57224,278,297,16661.87,97233.8
925,Platinum_SMB_Mobile,Gold,Mobile,2100,3766,474,13671.08,22153.31
926,Cashback_Prospecting_Mobile,Cashback,Mobile,43430,9404,84,670.14,59176.08
927,Platinum_Prospecting_Mobile,Travel,Tablet,4497,4815,111,21170.9,95352.49
928,Gold_Remarketing_Desktop,Travel,Mobile,10886,7454,520,5428.28,4006.15
929,Gold_Students_Mobile,Gold,Mobile,60569,613,300,6163.29,51760.73
930,Cashback_High Value_Desktop,Platinum,Desktop,80628,4328,568,16375.33,53144.62
931,Travel_SMB_Mobile,Travel,Tablet,84392,7929,923,12204.92,35797.03
932,Travel_Remarketing_Desktop,Cashback,Desktop,24664,3076,557,14574.76,65800.72
933,Gold_Prospecting_Desktop,Cashback,Desktop,55507,7759,668,12688.72,54710.47
934,Gold_SMB_Mobile,Cashback,Desktop,56158,9983,132,10737.63,25664.99
935,Platinum_High Value_Desktop,Travel,Tablet,80398,5873,674,12340.91,70825.65
936,Business_Prospecting_Desktop,Business,Tablet,27464,7883,439,3956.59,47150.93
937,Travel_SMB_Mobile,Travel,Tablet,31718,5326,325,24247.99,47560.74
938,Cashback_Remarketing_Mobile,Travel,Desktop,13667,5933,130,14581.42,95240.11
939,Cashback_SMB_Desktop,Business,Mobile,66122,268,241,7527.02,53968.2
940,Platinum_Prospecting_Desktop,Business,Tablet,99470,7922,616,17964.59,78681.07
941,Gold_Remarketing_Desktop,Cashback,Mobile,11601,7054,32,22062.6,86871.31
942,Cashback_Remarketing_Mobile,Cashback,Desktop,55088,6170,899,7763.46,58492.25
943,Gold_Remarketing_Desktop,Cashback,Tablet,20909,9108,636,8450.53,78851.05
944,Business_Students_Mobile,Travel,Mobile,88656,6752,471,11244.44,31644.71
945,Platinum_SMB_Mobile,Platinum,Tablet,3806,2293,676,5823.6,19010.68
946,Travel_High Value_Mobile,Gold,Desktop,5552,2996,684,20339.82,69858.35
947,Gold_Prospecting_Mobile,Platinum,Tablet,83778,2556,598,14812.33,92693.08
948,Cashback_Prospecting_Mobile,Business,Desktop,65809,3567,960,1897.59,5207.18
949,Gold_SMB_Desktop,Travel,Desktop,92800,3128,301,24919.25,76542.71
950,Platinum_SMB_Mobile,Travel,Mobile,58761,2752,737,14586.8,3811.48
951,Travel_Remarketing_Desktop,Gold,Desktop,36592,2214,618,22303.44,46401.63
952,Travel_SMB_Mobile,Platinum,Desktop,82570,4906,890,12789.65,68041.78
953,Business_Remarketing_Mobile,Business,Tablet,30466,1695,208,14770.01,41125.13
954,Gold_Prospecting_Mobile,Gold,Desktop,46996,1988,146,11634.64,30794.11
955,Cashback_SMB_Mobile,Travel,Desktop,86228,7485,379,10857.64,19496.81
956,Travel_Students_Desktop,Gold,Desktop,89050,1038,30,5848.46,97809.3
957,Business_Prospecting_Desktop,Cashback,Desktop,10642,5379,169,24072.04,57461.29
958,Business_Students_Desktop,Platinum,Mobile,25636,3654,331,4953.4,13656.61
959,Business_Students_Mobile,Business,Tablet,39596,8632,309,13396.9,5766.86
960,Cashback_SMB_Mobile,Cashback,Tablet,5187,2327,642,2633.87,25095.69
961,Platinum_Remarketing_Mobile,Platinum,Desktop,92009,1377,482,24837.73,54323.89
962,Business_Prospecting_Mobile,Cashback,Mobile,34737,9311,714,14114.07,75447.1
963,Business_Prospecting_Desktop,Gold,Mobile,69114,7451,468,20457.29,98115.01
964,Platinum_SMB_Desktop,Business,Desktop,56103,939,345,14291.76,83560.72
965,Gold_Students_Mobile,Gold,Desktop,57121,6629,736,20222.14,61584.88
966,Gold_Students_Desktop,Gold,Tablet,10211,2390,664,13593.04,66981.26
967,Platinum_SMB_Desktop,Platinum,Tablet,31651,8126,676,11401.87,52684.91
968,Platinum_SMB_Desktop,Business,Tablet,2653,2055,25,11669.69,44022.81
969,Business_Prospecting_Desktop,Business,Tablet,98647,4333,311,557.42,78687.76
970,Business_SMB_Mobile,Gold,Desktop,67796,3519,490,9581.05,18558.33
971,Business_Remarketing_Mobile,Business,Desktop,4362,6836,368,23822.63,34059.39
972,Travel_Remarketing_Desktop,Travel,Tablet,6480,8417,721,17051.63,97889.64
973,Business_High Value_Desktop,Business,Tablet,98417,7612,953,23023.32,57601.31
974,Gold_Students_Mobile,Gold,Desktop,93783,7474,586,5406.43,50352.49
975,Cashback_SMB_Mobile,Travel,Tablet,93401,4031,28,12533.43,85228.11
976,Travel_Remarketing_Mobile,Travel,Desktop,87307,3938,611,1344.81,76439.97
977,Cashback_SMB_Mobile,Platinum,Tablet,60828,357,558,17087.78,33278.14
978,Platinum_Remarketing_Mobile,Gold,Desktop,33631,5347,707,19708.4,62970.2
979,Gold_Students_Desktop,Business,Mobile,91871,8845,448,18821.13,19353.74
980,Cashback_Students_Mobile,Travel,Desktop,7671,5442,318,2625.86,6244.77
981,Gold_Students_Mobile,Gold,Mobile,12038,4802,56,6564.43,98994.98
982,Cashback_SMB_Desktop,Platinum,Mobile,23716,5860,140,16567.77,73984.0
983,Business_SMB_Desktop,Cashback,Tablet,49041,6413,97,19095.28,93145.77
984,Cashback_High Value_Mobile,Cashback,Mobile,78312,6920,351,7218.16,83356.82
985,Business_High Value_Desktop,Business,Tablet,56977,1101,71,10452.91,43379.37
986,Gold_High Value_Mobile,Cashback,Mobile,20632,2281,138,9106.02,86282.66
987,Cashback_High Value_Desktop,Travel,Mobile,81090,469,48,611.84,78883.24
988,Cashback_High Value_Mobile,Travel,Tablet,93818,962,850,14624.57,26567.24
989,Travel_High Value_Mobile,Gold,Desktop,24247,3920,170,16893.26,62677.86
990,Platinum_High Value_Desktop,Business,Tablet,12064,4369,800,7272.67,31196.74
991,Business_Remarketing_Desktop,Gold,Mobile,81519,1433,683,17350.72,24169.52
992,Travel_Prospecting_Desktop,Gold,Tablet,3237,519,58,6447.35,9091.62
993,Gold_High Value_Desktop,Business,Tablet,6967,8588,646,18030.49,54772.91
994,Platinum_High Value_Mobile,Gold,Mobile,35251,7109,954,11701.09,39850.22
995,Platinum_SMB_Desktop,Cashback,Mobile,22512,6113,748,21862.4,9716.48
996,Gold_Prospecting_Mobile,Platinum,Mobile,40791,890,314,13845.99,72117.21
997,Business_Students_Desktop,Gold,Tablet,63214,7438,403,5024.0,72583.02
998,Cashback_Prospecting_Desktop,Travel,Tablet,14991,8608,361,20639.28,24295.9
999,Gold_SMB_Mobile,Travel,Tablet,59355,2880,843,19553.12,95634.8
1000,Business_Prospecting_Mobile,Cashback,Desktop,96716,5734,80,2563.59,78008.48
1001,Cashback_Prospecting_Desktop,Gold,Tablet,14500,7470,993,1677.0,80725.12
1002,Gold_Students_Desktop,Gold,Desktop,66832,8435,844,3839.13,1366.44
1003,Gold_SMB_Mobile,Business,Mobile,82558,5969,768,21210.22,97865.28
1004,Gold_High Value_Mobile,Gold,Desktop,87995,929,469,8349.37,99039.14
1005,Business_Prospecting_Desktop,Gold,Tablet,2775,2774,48,12866.41,51214.83
1006,Platinum_High Value_Mobile,Travel,Mobile,82930,3564,947,15272.68,98516.63
1007,Gold_High Value_Desktop,Business,Desktop,57320,2906,109,18715.3,61601.93
1008,Travel_SMB_Desktop,Gold,Mobile,61592,3749,484,20833.91,14264.85
1009,Business_SMB_Mobile,Cashback,Mobile,63788,7165,522,13138.71,81608.79
1010,Business_SMB_Mobile,Gold,Desktop,20597,3494,695,10686.11,56250.41
1011,Gold_High Value_Desktop,Business,Mobile,11758,9586,685,5300.57,34886.69
1012,Travel_SMB_Mobile,Cashback,Mobile,71778,8822,996,15384.25,24381.96
1013,Travel_Remarketing_Mobile,Cashback,Tablet,29183,8012,901,13971.99,52370.8
1014,Travel_Remarketing_Desktop,Cashback,Mobile,97998,8817,693,7633.43,69483.3
1015,Business_Remarketing_Desktop,Travel,Desktop,10091,9458,552,11431.99,87823.74
1016,Travel_SMB_Desktop,Travel,Desktop,88278,2210,106,18621.45,60265.22
1017,Platinum_High Value_Mobile,Cashback,Tablet,89218,7054,631,15863.46,42114.04
1018,Cashback_Remarketing_Mobile,Travel,Tablet,12197,2830,707,12302.65,63581.28
1019,Travel_Students_Mobile,Cashback,Desktop,13725,9956,397,7171.75,50198.99
1020,Cashback_Students_Desktop,Cashback,Desktop,41407,5351,521,16866.11,65547.27
1021,Cashback_Students_Desktop,Platinum,Tablet,92592,9144,62,15877.62,61288.16
1022,Travel_High Value_Mobile,Travel,Desktop,8616,3196,482,11726.72,97889.65
1023,Platinum_High Value_Desktop,Platinum,Mobile,43721,6071,624,6343.84,62602.41
1024,Travel_High Value_Mobile,Cashback,Tablet,7759,324,870,4784.47,69412.84
1025,Gold_High Value_Mobile,Cashback,Tablet,96070,3736,194,8815.29,89346.08
1026,Travel_Prospecting_Mobile,Platinum,Tablet,75342,518,210,22763.51,91389.11
1027,Platinum_Prospecting_Desktop,Business,Tablet,80702,508,87,18970.22,14946.89
1028,Cashback_High Value_Mobile,Cashback,Mobile,24490,8422,257,22331.21,45926.7
1029,Cashback_SMB_Mobile,Travel,Tablet,92321,7792,443,21143.68,94334.15
1030,Cashback_Prospecting_Desktop,Gold,Tablet,5783,6534,782,11742.62,96017.14
1031,Platinum_High Value_Desktop,Gold,Desktop,21377,9345,829,13495.84,19813.21
1032,Gold_High Value_Desktop,Gold,Tablet,76679,1153,922,4654.86,44926.74
1033,Platinum_Remarketing_Mobile,Platinum,Desktop,63816,5405,41,18161.37,28586.38
1034,Cashback_High Value_Mobile,Cashback,Desktop,40428,1467,655,10837.75,79282.9
1035,Cashback_Remarketing_Desktop,Business,Desktop,67057,8893,462,4451.09,85364.57
1036,Business_SMB_Mobile,Travel,Mobile,57904,2980,614,2836.19,47455.33
1037,Platinum_Students_Desktop,Gold,Tablet,37383,9668,515,17555.3,67890.34
1038,Business_Prospecting_Desktop,Gold,Tablet,80804,9387,390,12313.97,87126.66
1039,Travel_Students_Mobile,Travel,Desktop,68156,5231,869,720.39,71242.38
1040,Platinum_SMB_Mobile,Gold,Tablet,29585,2094,966,20700.63,16486.21
1041,Business_Prospecting_Mobile,Platinum,Desktop,88921,1397,403,15676.82,71487.24
1042,Travel_Remarketing_Mobile,Cashback,Tablet,67040,7503,416,1440.22,16735.77
1043,Gold_Prospecting_Mobile,Cashback,Desktop,41217,1227,890,7964.78,65720.8
1044,Cashback_Remarketing_Mobile,Business,Desktop,74622,3748,190,18198.94,34019.83
1045,Travel_Prospecting_Desktop,Platinum,Desktop,20848,7992,326,1946.23,6587.92
1046,Platinum_SMB_Mobile,Business,Mobile,49580,3208,668,18538.19,23421.69
1047,Cashback_Remarketing_Desktop,Gold,Desktop,7198,9019,653,12869.93,47369.84
1048,Travel_SMB_Mobile,Cashback,Mobile,90067,8157,951,19680.01,99407.61
1049,Business_Students_Mobile,Business,Mobile,24607,7567,681,21453.3,26315.41
1050,Travel_Remarketing_Desktop,Business,Desktop,26526,9845,861,19310.08,97899.47
1051,Travel_Remarketing_Desktop,Platinum,Mobile,52954,2738,311,2412.84,37057.7
1052,Business_Remarketing_Desktop,Gold,Tablet,76501,2051,583,11779.15,96041.09
1053,Platinum_Prospecting_Desktop,Travel,Mobile,59154,2121,869,8309.02,95654.24
1054,Business_Prospecting_Mobile,Platinum,Mobile,27442,1655,319,12958.06,15146.86
1055,Platinum_High Value_Mobile,Platinum,Mobile,74783,8876,901,24162.15,83043.2
1056,Business_SMB_Desktop,Gold,Mobile,13451,3596,877,3547.71,52213.9
1057,Gold_SMB_Desktop,Travel,Desktop,25465,7770,736,21707.16,68933.81
1058,Travel_SMB_Desktop,Platinum,Tablet,21254,9669,844,24775.9,77831.48
1059,Platinum_Prospecting_Desktop,Business,Tablet,3536,4358,801,24755.54,13328.89
1060,Cashback_SMB_Mobile,Business,Mobile,89675,3356,587,20018.89,80098.28
1061,Travel_Students_Mobile,Business,Tablet,91098,1499,539,11906.72,30976.62
1062,Platinum_High Value_Desktop,Business,Desktop,99450,2942,762,4861.02,73504.6
1063,Cashback_Students_Desktop,Travel,Mobile,96637,2421,617,15401.22,57792.22
1064,Travel_High Value_Mobile,Gold,Mobile,60457,6136,569,15454.13,68781.84
1065,Gold_High Value_Mobile,Gold,Mobile,44146,6901,951,8252.65,62664.97
1066,Platinum_Prospecting_Mobile,Travel,Tablet,5290,6748,569,15612.14,81231.63
1067,Business_Students_Mobile,Gold,Mobile,52488,1266,839,3355.41,89561.45
1068,Cashback_Prospecting_Desktop,Business,Mobile,17841,3730,249,16033.21,45461.11
1069,Gold_Prospecting_Desktop,Travel,Tablet,65308,835,231,22469.7,39824.92
1070,Gold_Prospecting_Mobile,Business,Desktop,30100,9360,751,12065.6,24976.84
1071,Gold_Prospecting_Mobile,Gold,Tablet,74922,5213,676,19231.79,81570.06
1072,Travel_Prospecting_Mobile,Platinum,Desktop,31330,9472,583,16073.19,96734.36
1073,Platinum_Remarketing_Mobile,Travel,Desktop,33504,3653,111,575.07,20336.84
1074,Travel_High Value_Mobile,Cashback,Desktop,29068,5235,390,3488.96,46326.4
1075,Gold_High Value_Desktop,Cashback,Mobile,35865,1273,367,19483.47,77263.41
1076,Cashback_Prospecting_Desktop,Business,Desktop,8437,2475,343,1491.1,63968.25
1077,Cashback_High Value_Desktop,Gold,Mobile,46875,7066,842,23928.07,81688.06
1078,Cashback_High Value_Desktop,Business,Tablet,6723,1631,317,22404.87,2598.39
1079,Business_Prospecting_Mobile,Cashback,Desktop,98821,5318,10,9378.19,91223.4
1080,Gold_Remarketing_Mobile,Travel,Mobile,95328,4590,955,8104.4,7073.82
1081,Business_High Value_Desktop,Business,Mobile,24194,5430,561,15516.83,45102.34
1082,Travel_Remarketing_Mobile,Gold,Desktop,36393,9154,593,15488.92,28300.68
1083,Business_Remarketing_Mobile,Cashback,Desktop,99404,3716,154,2681.31,92891.18
1084,Business_High Value_Mobile,Travel,Desktop,80180,2874,10,5776.95,28239.17
1085,Cashback_Students_Desktop,Business,Mobile,10510,3193,599,16093.43,37960.36
1086,Platinum_SMB_Mobile,Travel,Mobile,88465,8861,500,20118.88,88945.67
1087,Platinum_Students_Mobile,Platinum,Desktop,16443,1918,501,5204.06,54203.21
1088,Gold_High Value_Desktop,Cashback,Tablet,24358,9302,726,17697.34,89921.97
1089,Gold_High Value_Mobile,Business,Mobile,89118,3823,935,21826.64,66435.94
1090,Platinum_Remarketing_Mobile,Travel,Mobile,76921,3615,726,3386.23,8839.97
1091,Gold_Remarketing_Mobile,Business,Tablet,50848,6712,844,11258.03,44043.88
1092,Travel_High Value_Mobile,Gold,Tablet,85335,2475,512,21338.61,18462.46
1093,Travel_Remarketing_Desktop,Gold,Tablet,71828,9776,543,9580.36,7448.2
1094,Travel_SMB_Desktop,Business,Mobile,2616,9860,812,7101.7,38008.07
1095,Cashback_Prospecting_Mobile,Cashback,Tablet,8062,5413,833,18767.56,90934.48
1096,Platinum_Remarketing_Mobile,Business,Tablet,20486,7660,391,10319.06,12649.32
1097,Platinum_Students_Desktop,Business,Mobile,92528,9776,919,17804.64,1670.44
1098,Business_SMB_Mobile,Business,Mobile,93962,1405,241,3596.58,93573.82
1099,Travel_Students_Desktop,Business,Mobile,39296,7952,566,14061.02,53480.44
1100,Platinum_High Value_Mobile,Cashback,Tablet,80773,492,863,9796.79,56299.45
1101,Cashback_Students_Desktop,Platinum,Desktop,87276,7246,298,24933.97,92916.85
1102,Gold_Prospecting_Desktop,Platinum,Desktop,18051,9628,405,14989.09,70317.7
1103,Platinum_SMB_Desktop,Travel,Mobile,74222,4380,929,17213.05,82854.47
1104,Business_SMB_Mobile,Cashback,Tablet,72529,218,718,3710.36,77278.85
1105,Platinum_Students_Mobile,Cashback,Tablet,96477,6572,962,24803.25,61573.89
1106,Cashback_SMB_Desktop,Cashback,Tablet,26463,7089,914,1759.41,69151.47
1107,Business_High Value_Desktop,Gold,Mobile,22929,5121,139,2235.5,56509.6
1108,Gold_High Value_Mobile,Cashback,Desktop,21197,3474,324,2355.51,36184.33
1109,Business_SMB_Desktop,Gold,Tablet,93607,9171,519,21829.72,29249.91
1110,Travel_Prospecting_Mobile,Platinum,Desktop,65318,8375,872,18350.44,18418.5
1111,Gold_Remarketing_Desktop,Platinum,Desktop,35932,9298,759,24339.8,36046.2
1112,Business_High Value_Desktop,Gold,Tablet,77014,537,806,2130.73,58112.73
1113,Travel_High Value_Desktop,Business,Mobile,45633,762,742,17446.05,59166.19
1114,Platinum_Students_Desktop,Platinum,Desktop,85908,5682,511,13565.1,68658.51
1115,Platinum_Students_Mobile,Business,Desktop,61417,5531,832,16158.84,88063.1
1116,Platinum_High Value_Desktop,Travel,Desktop,41767,7810,871,13066.45,65532.97
1117,Business_High Value_Mobile,Gold,Desktop,48901,5180,159,17046.0,17917.74
1118,Cashback_SMB_Mobile,Travel,Desktop,79587,4385,896,22722.95,3544.08
1119,Business_High Value_Desktop,Gold,Tablet,93777,5846,734,14893.11,20490.41
1120,Business_Prospecting_Mobile,Travel,Mobile,48478,1078,626,22462.19,90902.14
1121,Gold_Prospecting_Desktop,Travel,Desktop,55396,8863,698,19662.98,57197.81
1122,Business_High Value_Mobile,Cashback,Mobile,99466,8712,405,21690.64,85012.08
1123,Gold_Prospecting_Desktop,Platinum,Mobile,87909,2949,720,16651.65,24196.54
1124,Platinum_Prospecting_Mobile,Gold,Tablet,97452,7524,226,13205.84,71278.18
1125,Cashback_Students_Mobile,Platinum,Mobile,99104,5516,913,2204.08,73435.74
1126,Travel_Prospecting_Desktop,Cashback,Mobile,48630,1858,490,20955.11,81143.98
1127,Gold_High Value_Mobile,Platinum,Mobile,65806,9743,537,6429.26,54015.9
1128,Cashback_High Value_Desktop,Gold,Mobile,8630,9094,177,1398.19,79557.64
1129,Cashback_High Value_Desktop,Cashback,Desktop,2563,2808,182,13217.24,93608.99
1130,Gold_Remarketing_Mobile,Business,Tablet,99315,9515,585,15996.63,95781.95
1131,Platinum_Students_Desktop,Cashback,Tablet,38058,3509,712,16714.87,13418.22
1132,Business_Remarketing_Desktop,Gold,Tablet,67825,6522,700,16908.04,62806.46
1133,Gold_Prospecting_Mobile,Travel,Mobile,51019,2624,246,16516.2,12235.11
1134,Platinum_Prospecting_Desktop,Platinum,Mobile,68334,8755,19,20300.71,92335.97
1135,Business_Remarketing_Mobile,Travel,Desktop,88722,7701,85,19349.36,95583.99
1136,Cashback_SMB_Mobile,Business,Mobile,56571,8796,223,20414.43,50459.61
1137,Gold_Remarketing_Mobile,Travel,Mobile,46870,633,130,11776.42,96029.43
1138,Gold_SMB_Mobile,Platinum,Tablet,22997,9445,976,2039.06,76857.92
1139,Gold_High Value_Desktop,Travel,Mobile,69852,6029,182,16169.62,69897.94
1140,Cashback_Students_Mobile,Cashback,Tablet,61619,7681,862,5650.26,58495.02
1141,Business_Prospecting_Mobile,Gold,Tablet,32505,8266,577,21558.28,41270.98
1142,Gold_Students_Mobile,Travel,Tablet,3412,4426,239,18180.81,96414.23
1143,Gold_Students_Desktop,Gold,Mobile,38810,694,991,19263.81,20508.08
1144,Cashback_Students_Mobile,Gold,Mobile,94220,2231,594,7517.34,80451.25
1145,Travel_SMB_Desktop,Gold,Desktop,31087,7163,733,16009.83,37377.84
